School Year,BEDS Code,School Name,Grade Organization,District Name,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2009-2010,321000010045,Thomas C Giordano Middleschool 45,Middle School,New York City Geographic District #10,New York City,Public,1017,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,1,4,0,73,0,32,0,0,0,9,0,8,0,1,0,0,1,5,1,1,70
2009-2010,321000010046,Ps 46 Edgar Allen Poe,Elementary,New York City Geographic District #10,New York City,Public,1291,0,0,0,0,0,10,0,0,0,0,0,0,0,1,11,3,4,1,54,3,6,0,0,1,3,0,1,0,0,0,0,0,0,2,0,4
2009-2010,321000010051,Ps 51 Bronx New School,Elementary,New York City Geographic District #10,New York City,Public,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321000010054,Ps/Is 54,Elementary,New York City Geographic District #10,New York City,Public,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321000010056,Ps 56 Norwood Heights,Elementary,New York City Geographic District #10,New York City,Public,575,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,3,1,16,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13
2009-2010,321000010059,Ps 59 The Community School Of Technology,Elementary,New York City Geographic District #10,New York City,Public,558,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,4,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1
2009-2010,321000010079,Ps 79 Creston,Elementary,New York City Geographic District #10,New York City,Public,278,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2009-2010,321000010080,Jhs 80 The Mosholu Parkway,Middle School,New York City Geographic District #10,New York City,Public,620,0,0,0,0,0,7,0,0,0,0,1,0,0,1,3,0,0,1,24,0,4,0,0,0,2,0,1,0,0,0,0,0,1,0,2,4
2009-2010,321000010081,Ps 81 Robert J Christen,Elementary,New York City Geographic District #10,New York City,Public,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2009-2010,321000010085,Ps 85 Great Expectations,Elementary,New York City Geographic District #10,New York City,Public,1195,0,0,0,0,0,4,0,0,0,0,0,0,0,1,12,2,5,5,82,1,6,0,0,0,5,0,0,0,0,0,0,0,1,0,1,50
2009-2010,321000010086,Ps 86 Kingsbridge Heights,Elementary,New York City Geographic District #10,New York City,Public,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,321000010091,Ps 91 Bronx,Elementary,New York City Geographic District #10,New York City,Public,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0
2009-2010,321000010094,Ps 94 Kings College School,Elementary,New York City Geographic District #10,New York City,Public,899,0,0,0,0,0,5,0,0,0,0,0,0,0,5,14,0,1,5,18,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4
2009-2010,321000010095,Ps 95 Sheila Mencher,Elementary,New York City Geographic District #10,New York City,Public,1235,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,69,0,8,0,0,0,9,0,5,0,0,0,0,0,7,1,0,28
2009-2010,321000010118,Jhs 118 William W Niles,Middle School,New York City Geographic District #10,New York City,Public,1152,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,2,2,2,63,0,33,0,0,0,5,0,5,0,0,0,0,0,10,0,2,29
2009-2010,321000010159,Ps 159 Luis Mumoz Marin Biling,Elementary,New York City Geographic District #10,New York City,Public,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,321000010205,Ps 205 Fiorello Laguardia,Elementary,New York City Geographic District #10,New York City,Public,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3
2009-2010,321000010206,Is 206 Ann Mersereau,Middle School,New York City Geographic District #10,New York City,Public,390,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,1,3,36,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,1,15
2009-2010,321000010209,Ps 209,Elementary,New York City Geographic District #10,New York City,Public,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009-2010,321000010225,Theatre Arts Production Company School,Junior Senior School,New York City Geographic District #10,New York City,Public,528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,9,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,6
2009-2010,321000010226,Ps 226,Elementary,New York City Geographic District #10,New York City,Public,404,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2009-2010,321000010228,Jonas Bronck Academy,Middle School,New York City Geographic District #10,New York City,Public,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2009-2010,321000010244,New School For Leadership And Journalism,Middle School,New York City Geographic District #10,New York City,Public,744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,10,0,8,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2
2009-2010,321000010246,Ps 246 Poe Center,Elementary,New York City Geographic District #10,New York City,Public,786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2009-2010,321000010254,Is 254,Middle School,New York City Geographic District #10,New York City,Public,458,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
2009-2010,321000010279,Ps 279 Capt Manuel Rivera Jr,Elementary,New York City Geographic District #10,New York City,Public,958,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,26,2,6,0,0,1,1,0,1,0,1,0,0,0,6,1,0,9
2009-2010,321000010280,Ps/Ms 280 Mosholu Parkway,Elementary,New York City Geographic District #10,New York City,Public,803,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,9,1,2,0,0,0,1,0,1,0,0,0,0,0,4,1,4,3
2009-2010,321000010291,Ps 291,Elementary,New York City Geographic District #10,New York City,Public,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321000010306,Ps 306,Elementary,New York City Geographic District #10,New York City,Public,723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
2009-2010,321000010307,Ps 307 Eames Place,Elementary,New York City Geographic District #10,New York City,Public,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321000010308,Bronx Dance Academy School,Middle School,New York City Geographic District #10,New York City,Public,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,9,0,4,0,0,0,5,0,0,0,0,0,0,0,1,1,2,15
2009-2010,321000010310,Ps 310 Marble Hill,Elementary,New York City Geographic District #10,New York City,Public,695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,321000010315,Ps 315 Lab School,Elementary,New York City Geographic District #10,New York City,Public,228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2009-2010,321000010331,Bronx School Of Science Inquiry & Investigation,Middle School,New York City Geographic District #10,New York City,Public,379,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,3,3,49,0,13,0,0,0,1,0,1,0,0,0,0,0,3,1,0,28
2009-2010,321000010340,Ps 340,Elementary,New York City Geographic District #10,New York City,Public,544,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321000010344,Ampark Neighborhood,Elementary,New York City Geographic District #10,New York City,Public,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321000010360,Ps 360,Elementary,New York City Geographic District #10,New York City,Public,482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,321000010368,In-Tech Academy (Ms/Hs 368),Junior Senior School,New York City Geographic District #10,New York City,Public,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
2009-2010,321000010382,"Elementary School For Math, Science And Technology",Elementary,New York City Geographic District #10,New York City,Public,301,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,1,1,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009-2010,321000010386,School For Environmental Citizenship,Elementary,New York City Geographic District #10,New York City,Public,373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009-2010,321000010390,Ms 390,Middle School,New York City Geographic District #10,New York City,Public,552,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,15,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2
2009-2010,321000010391,The Angelo Patri Middle School,Middle School,New York City Geographic District #10,New York City,Public,699,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
2009-2010,321000010396,Ps 396,Elementary,New York City Geographic District #10,New York City,Public,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2009-2010,321000010399,Ms 399,Junior High School,New York City Geographic District #10,New York City,Public,458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,2,1,35,1,10,0,0,0,3,0,2,0,2,0,0,0,3,3,3,53
2009-2010,321000010447,Creston Academy,Junior High School,New York City Geographic District #10,New York City,Public,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
2009-2010,321000011141,Riverdale/Kingsbridge Academy (Ms/Hs 141),Junior Senior School,New York City Geographic District #10,New York City,Public,1302,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,0,95,2,28,0,0,0,15,0,3,0,0,0,0,0,3,0,1,81
2009-2010,321000011213,Bronx Engineering And Technology Academy,Senior High,New York City Geographic District #10,New York City,Public,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2
2009-2010,321000011237,"Marie Curie High Sch-Nursing, Medicine & Applied Hlth Prof",Senior High,New York City Geographic District #10,New York City,Public,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17,0,7,0,0,0,3,0,1,1,0,0,0,0,1,0,0,7
2009-2010,321000011243,West Bronx Academy For The Future,Junior Senior School,New York City Geographic District #10,New York City,Public,561,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,35,0,9,0,0,0,2,0,1,0,0,0,0,2,0,1,0,40
2009-2010,321000011268,Kingsbridge International High School,Senior High,New York City Geographic District #10,New York City,Public,459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,0,1
2009-2010,321000011284,Bronx School Of Law And Finance,Senior High,New York City Geographic District #10,New York City,Public,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,1,0,0,0,0,1,1,2,0,15
2009-2010,321000011319,Providing Urban Learners Success In Education High School,Senior High,New York City Geographic District #10,New York City,Public,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-2010,321000011342,International School For Liberal Arts,Junior Senior School,New York City Geographic District #10,New York City,Public,510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,2,0,0,0,0,2,1,0,3,7
2009-2010,321000011374,Knowledge And Power Prep Academy International High School,Senior High,New York City Geographic District #10,New York City,Public,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4
2009-2010,321000011397,English Language Learners And International Support,Senior High,New York City Geographic District #10,New York City,Public,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321000011433,High School For Teaching And The Professions,Senior High,New York City Geographic District #10,New York City,Public,485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1
2009-2010,321000011434,Belmont Preperatory High School,Senior High,New York City Geographic District #10,New York City,Public,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,9,0,0,0,0,0,0,0,0,0,0,3,1,0,0,47
2009-2010,321000011437,Fordham High School For The Arts,Senior High,New York City Geographic District #10,New York City,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,0,0,0,2,0,1,0,0,0,0,3,0,1,1,2
2009-2010,321000011438,Fordham Leadership Academy For Business & Technology,Senior High,New York City Geographic District #10,New York City,Public,498,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,0,0,12,0,6,0,0,0,0,0,2,1,0,0,0,3,1,2,0,4
2009-2010,321000011439,Bronx High School-Law And Community Services,Senior High,New York City Geographic District #10,New York City,Public,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,0,4,0,0,1,10
2009-2010,321000011440,Dewitt Clinton High School,Senior High,New York City Geographic District #10,New York City,Public,4452,0,0,0,0,0,3,0,2,0,0,0,0,0,0,14,0,0,1,87,1,28,0,0,0,3,0,9,0,0,0,0,15,1,8,1,17
2009-2010,321000011442,The Celia Cruz Bronx High School Of Music,Senior High,New York City Geographic District #10,New York City,Public,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3
2009-2010,321000011445,Bronx High School Of Science,Senior High,New York City Geographic District #10,New York City,Public,2941,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,6,0,0,0,0,0,0,5,2,18
2009-2010,321000011459,East Fordham Academy For The Arts,Junior High School,New York City Geographic District #10,New York City,Public,110,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
2009-2010,321000011475,John F Kennedy High School,Senior High,New York City Geographic District #10,New York City,Public,1294,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,4,0,32,0,10,0,0,0,4,0,0,0,0,0,0,12,4,2,0,19
2009-2010,321000011477,Marble Hill High School Of International Studies,Senior High,New York City Geographic District #10,New York City,Public,445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4
2009-2010,321000011495,University Heights Secondary School,Senior High,New York City Geographic District #10,,Public,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,21
2009-2010,321000011546,Bronx Theatre High School,Senior High,New York City Geographic District #10,New York City,Public,419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,15,0,16,0,0,0,1,0,3,0,0,0,0,3,1,1,1,35
2009-2010,321000011549,Discovery High School,Senior High,New York City Geographic District #10,New York City,Public,452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,2,0,1,0,1,0,0,1,3,2,0,20
2009-2010,321000011660,Grace H Dodge Career And Technical High School,Senior High,New York City Geographic District #10,New York City,Public,1472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,32,0,3,0,0,0,2,0,1,0,0,0,0,7,1,1,0,10
2009-2010,321000011696,High School Of American Studies At Lehman College,Senior High,New York City Geographic District #10,New York City,Public,352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,0,0,2,1,1,3
2009-2010,321100010016,Ps 16 Wakefield,Elementary,New York City Geographic District #11,New York City,Public,633,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,12,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2009-2010,321100010019,Ps 19 Judith K Weiss,Elementary,New York City Geographic District #11,New York City,Public,521,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,2,0,14,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11
2009-2010,321100010021,Ps 21 Philip H Sheridan,Elementary,New York City Geographic District #11,New York City,Public,928,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,5,1,78,1,1,0,0,1,5,0,0,0,0,0,0,0,2,0,0,13
2009-2010,321100010041,Ps 41 Gun Hill Road,Elementary,New York City Geographic District #11,New York City,Public,893,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,1
2009-2010,321100010068,Ps 68,Elementary,New York City Geographic District #11,New York City,Public,772,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,3,1,18,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3
2009-2010,321100010076,Ps 76 The Bennington School,Elementary,New York City Geographic District #11,New York City,Public,1096,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,2,57,1,9,0,0,0,4,0,0,1,0,0,0,0,3,0,0,48
2009-2010,321100010078,Ps 78 Anne Hutchinson,Elementary,New York City Geographic District #11,New York City,Public,756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5
2009-2010,321100010083,Ps 83 Donald Hertz,Elementary,New York City Geographic District #11,New York City,Public,1644,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,5,0,10,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
2009-2010,321100010087,Ps 87,Elementary,New York City Geographic District #11,New York City,Public,567,0,0,0,0,0,2,0,0,0,0,0,0,0,1,10,0,1,5,8,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0
2009-2010,321100010089,Ps 89,Elementary,New York City Geographic District #11,New York City,Public,1316,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,25,0,2,0,0,0,1,0,2,0,0,0,0,0,4,1,0,20
2009-2010,321100010096,Ps 96 Richard Rodgers,Elementary,New York City Geographic District #11,New York City,Public,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321100010097,Ps 97,Elementary,New York City Geographic District #11,New York City,Public,716,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,1,3,0,12,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7
2009-2010,321100010103,Ps 103 Hector Fontanez,Elementary,New York City Geographic District #11,New York City,Public,1165,0,0,0,0,0,2,0,0,0,0,1,0,0,1,4,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2
2009-2010,321100010105,Ps 105 Senator Abraham Bernstein,Elementary,New York City Geographic District #11,New York City,Public,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,321100010106,Ps 106 Parkchester,Elementary,New York City Geographic District #11,New York City,Public,1231,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,1,13,0,4,0,0,0,4,0,2,0,0,0,0,0,4,0,0,18
2009-2010,321100010108,Ps 108 Philip J Abinanti,Elementary,New York City Geographic District #11,New York City,Public,599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009-2010,321100010111,Ps 111 Seton Falls,Elementary,New York City Geographic District #11,New York City,Public,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,321100010112,Ps 112 Bronxwood,Elementary,New York City Geographic District #11,New York City,Public,571,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2009-2010,321100010121,Ps 121 Throop,Elementary,New York City Geographic District #11,New York City,Public,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321100010127,Jhs 127 The Castle Hill,Middle School,New York City Geographic District #11,New York City,Public,734,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,2,0,65,1,9,0,0,0,3,0,5,1,0,0,0,0,2,1,1,40
2009-2010,321100010142,Ms 142 John Philip Sousa,Junior High School,New York City Geographic District #11,New York City,Public,955,0,0,0,0,0,2,0,0,0,2,0,0,0,1,8,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4
2009-2010,321100010144,Jhs 144 Michelangelo,Middle School,New York City Geographic District #11,New York City,Public,1053,0,0,0,0,0,1,0,1,0,3,0,0,0,1,2,0,5,0,39,1,10,0,0,0,3,0,0,0,0,0,0,0,7,2,6,44
2009-2010,321100010153,Ps 153 Helen Keller,Elementary,New York City Geographic District #11,New York City,Public,594,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321100010160,Ps 160 Walt Disney,Elementary,New York City Geographic District #11,New York City,Public,478,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,5,2,20,2,3,0,0,1,2,0,2,0,0,0,0,0,4,0,0,13
2009-2010,321100010169,Baychester Academy,Elementary,New York City Geographic District #11,New York City,Public,148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-2010,321100010175,Ps 175 City Island,Elementary,New York City Geographic District #11,New York City,Public,381,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009-2010,321100010178,Ps 178 Dr Selman Waksman,Elementary,New York City Geographic District #11,New York City,Public,457,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,2,0,27,2,11,0,0,0,6,0,3,0,0,0,0,0,3,1,0,18
2009-2010,321100010180,Ms 180 Dr Daniel Hale Williams,Middle School,New York City Geographic District #11,New York City,Public,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,21
2009-2010,321100010181,Is 181 Pablo Casals,Middle School,New York City Geographic District #11,New York City,Public,592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6
2009-2010,321100010189,Cornerstone Academy For Social Action,Elementary,New York City Geographic District #11,New York City,Public,430,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,1,4,2,14,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
2009-2010,321100010194,Ps/Ms 194,Elementary,New York City Geographic District #11,New York City,Public,1339,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,47,0,9,0,0,0,0,0,5,0,0,0,0,0,3,0,0,16
2009-2010,321100010287,The Forward School,Middle School,New York City Geographic District #11,New York City,Public,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2009-2010,321100010289,Young Scholars Academy Of The Bronx,Middle School,New York City Geographic District #11,New York City,Public,411,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,2,0,22,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
2009-2010,321100010322,Aspire Preparatory Middle School,Middle School,New York City Geographic District #11,New York City,Public,554,0,0,0,0,0,10,0,1,0,2,0,0,0,1,13,0,5,4,34,0,3,0,0,0,1,0,0,0,1,0,0,0,7,3,2,1
2009-2010,321100010326,Bronx Green Middle School,Junior High School,New York City Geographic District #11,New York City,Public,424,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,2,27,1,8,0,0,0,3,0,1,0,1,0,0,0,2,2,1,36
2009-2010,321100010370,School Of Diplomacy,Middle School,New York City Geographic District #11,New York City,Public,433,0,0,0,0,0,1,0,0,0,2,0,0,0,5,6,1,0,4,16,0,9,0,0,0,0,0,1,0,0,0,0,1,1,0,2,9
2009-2010,321100010462,Cornerstone Academy For Social Action Middle School,Middle School,New York City Geographic District #11,New York City,Public,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,2,13,0,0,0,1,0,3,0,0,0,0,0,1,0,0,15
2009-2010,321100010468,Pelham Academy Of Academics And Community Engagement,Junior High School,New York City Geographic District #11,New York City,Public,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009-2010,321100011249,Bronx Health Sciences High School,Senior High,New York City Geographic District #11,New York City,Public,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
